 1.4346,9.0384
  0.8537,9.4457
  0.7832,10.9133
 0.6609,12.5882
  0.8848,14.0118
  1.2456,15.6061
  1.7556,17.1604
  2.3216,18.2479
  3.2432,18.4290
  4.3398,18.0062
 5.1127,17.7120
  6.1888,18.0120
  7.4093,17.8751
  8.7043,17.2578
  10.0707,16.8695
  11.1932,17.2919
  12.0088,18.1351
 12.8342,19.4554
  13.4583,21.0766
  14.0015,22.2833
 14.7977,23.3474
  16.0724,24.3123
  17.7566,23.4914
 19.7917,22.6474
  20.0849,21.0896
  19.5041,20.0212
 19.2524,18.5798
  19.2162,16.9006
  18.9167,15.9945
 18.2701,15.9595
  17.8720,17.0262
  17.3481,17.4401
 17.1033,16.5907
  17.0065,15.0673
  17.0359,13.4451
 16.9436,11.7530
  16.2747,10.6513
  15.1984,9.6555
  14.3390,8.9342
  13.7362,7.4745
  13.5824,5.7317
  13.5484,4.4173
 13.5516,2.5294
  13.5659,1.4094
  13.0585,1.1121
  12.3409,1.5378
  11.9020,3.1451
  11.9695,4.5890
  12.0350,6.0506
 11.8324,7.6304
  11.2243,8.8929
  10.3508,9.4815
  9.1830,9.2842
 7.9059,9.3822
  6.7965,9.7578
  5.8356,9.7134
  4.8826,8.9340
 4.0826,7.3013
  3.7676,6.0303
  3.6686,4.5687
  3.9459,3.1821
 4.1438,1.8548
  3.6243,1.1620
  2.6594,1.6398
  1.9020,3.1540
 1.7034,5.6829
  2.8179,8.7791
  3.3750,10.1127
  3.5446,11.4201
 3.4300,12.9964
  3.4318,14.5109
  3.1770,15.1691
  2.8025,14.2721
  2.4630,13.0366
  2.2709,11.6286
  1.8889,9.9866
 1.4346,9.0384
