 116.2305,-312.7121
  116.5072,-312.5233
  116.8229,-312.4224
 117.1550,-312.3833
  117.4902,-312.3735
  117.8255,-312.3833
 118.1576,-312.4126
  118.4896,-312.4387
  118.8249,-312.4387
 119.1537,-312.3768
  119.4759,-312.2889
  119.7787,-312.1555
 120.0651,-311.9764
  120.3190,-311.7616
  120.5566,-311.5272
 120.8203,-311.3189
  121.0970,-311.1333
  121.3737,-310.9445
 121.6406,-310.7427
  121.8717,-310.4986
  122.1159,-310.2707
 122.3470,-310.0331
  122.3437,-309.7141
  122.1093,-309.4862
 121.8034,-309.3625
  121.4778,-309.2811
  121.1491,-309.2258
 120.8138,-309.1965
  120.4850,-309.1379
  120.1595,-309.0663
 119.8339,-308.9816
  119.5084,-308.9003
  119.1862,-308.8156
 118.8671,-308.7180
  118.5612,-308.5813
  118.2682,-308.4185
 117.9655,-308.2785
  117.6497,-308.1711
  117.3307,-308.0702
 117.0345,-307.9172
  116.7415,-307.7512
  116.4323,-307.6307
 116.1132,-307.5266
  115.8007,-307.4061
  115.5078,-307.2434
 115.2213,-307.0741
  114.9186,-306.9341
  114.6647,-306.7128
 114.4043,-306.5012
  114.1276,-306.3124
  113.8509,-306.1268
 113.5709,-305.9413
  113.2942,-305.7557
  112.7343,-305.3846
 112.4576,-305.1958
  112.1842,-305.0038
  111.9205,-304.7987
 111.6894,-304.5578
  111.4290,-304.3462
  111.1523,-304.1607
 110.8724,-303.9751
  110.5957,-303.7896
  110.0423,-303.4120
 109.7688,-303.2167
  109.5214,-302.9986
  109.2871,-302.7577
 109.0429,-302.5266
  108.8085,-302.2889
  108.5514,-302.0741
 108.2845,-301.8723
  108.0566,-301.6249
  107.8125,-301.4003
 107.5813,-301.1594
  107.3274,-300.9413
  107.0540,-300.7460
 106.7838,-300.5474
  106.5397,-300.3195
  106.0774,-299.8378
 105.8724,-299.5741
  105.6803,-299.3007
  105.4720,-299.0402
 105.2311,-298.8059
  105.0162,-298.5487
  104.8144,-298.2818
 104.5703,-298.0539
  104.3424,-297.8098
  104.0983,-297.5786
 103.8671,-297.3378
  103.6295,-297.1001
  103.4049,-296.8527
 103.2063,-296.5858
  103.0175,-296.3091
  102.8255,-296.0357
 102.6139,-295.7785
  102.3697,-295.5474
  102.1419,-295.3033
 101.8945,-295.0754
  101.6666,-294.8312
  101.4225,-294.6034
 101.1914,-294.3625
  100.9375,-294.1444
  100.6673,-293.9458
 100.3971,-293.7505
  100.1497,-293.5259
  99.9088,-293.2948
 99.6484,-293.0832
  99.3977,-292.8651
  99.1862,-292.6047
 98.9811,-292.3410
  98.7402,-292.1066
  98.5351,-291.8430
 98.3756,-291.5500
  98.2942,-291.2245
  98.3203,-290.8957
 98.4407,-290.5897
  98.6230,-290.3098
  98.8444,-290.0624
 99.1048,-289.8508
  99.3684,-289.6457
  99.6093,-289.4146
 99.8893,-289.2323
  100.2115,-289.1444
  100.5436,-289.1184
 100.8789,-289.1151
  101.2141,-289.1281
  101.5429,-289.1867
 101.8652,-289.2713
  102.1777,-289.3918
  102.4739,-289.5480
 102.7701,-289.7010
  103.0891,-289.8019
  103.4179,-289.8605
 103.7532,-289.8703
  104.0755,-289.8182
  104.3847,-289.6848
 104.6809,-289.5350
  105.0065,-289.4504
  105.3385,-289.4341
 105.6705,-289.4569
  106.0026,-289.5122
  106.3281,-289.5773
 106.6634,-289.6001
  106.9987,-289.6099
  107.3307,-289.6131
 107.6660,-289.6131
  108.0013,-289.6196
  108.3365,-289.6326
 108.6686,-289.6847
  108.9974,-289.7433
  109.3261,-289.7824
 109.6614,-289.7889
  109.9935,-289.7335
  110.3190,-289.6652
 110.6478,-289.6033
  110.9798,-289.5675
  111.3118,-289.6099
 111.6341,-289.6945
  111.9563,-289.7889
  112.2623,-289.9191
 112.5520,-290.0884
  112.8353,-290.2641
  113.1282,-290.4237
 113.4407,-290.5441
  113.7467,-290.6841
  114.0625,-290.7947
 114.3815,-290.8891
  114.7037,-290.9803
  115.0195,-291.0910
 115.3125,-291.2537
  115.5924,-291.4393
  115.8724,-291.6216
