 64.1992,-459.4341
  64.1862,-459.1932
  64.1732,-458.9491
 64.1634,-458.7082
  64.1504,-458.4641
  64.1894,-459.2421
 64.1699,-458.8514
  64.1601,-458.6594
  64.1406,-458.2687
 64.1308,-458.0767
  64.1243,-457.8814
  64.1146,-457.6893
 64.1048,-457.4940
  64.2415,-457.1294
  64.3099,-456.9504
 64.4466,-456.5858
  64.5345,-456.4491
  64.6191,-456.3124
 64.7070,-456.1757
  64.7916,-456.0357
  64.8763,-455.8990
 64.9642,-455.7622
  65.0814,-455.6060
  65.1985,-455.4530
 65.3157,-455.2967
  65.4329,-455.1438
  65.5501,-454.9875
 66.2825,-454.3527
  66.4160,-454.2258
  66.5495,-454.0956
 66.6829,-453.9686
  66.8164,-453.8384
  66.9466,-453.7115
 66.8978,-453.5259
  66.8457,-453.3404
  66.7969,-453.1581
 66.7448,-452.9725
  66.6959,-452.7870
  66.6276,-452.6405
 66.5625,-452.4973
  66.4974,-452.3508
  66.4290,-452.2075
 66.2988,-451.9146
  64.7526,-452.7186
  63.9616,-453.2687
 63.3105,-453.9849
  62.6269,-454.6815
  61.9922,-455.4139
 61.4225,-456.2017
  60.7324,-456.8885
  60.1530,-457.6633
 59.7884,-458.5617
  59.4726,-459.4797
  59.4206,-460.4497
 59.4173,-461.4230
  59.3620,-462.3931
  59.1439,-463.3404
 58.8867,-464.2811
  58.4440,-465.1437
  58.0729,-466.0422
 57.6530,-466.9113
  57.3047,-467.8163
  56.9140,-468.7082
 56.5071,-469.5904
  56.0774,-470.4595
  55.6673,-471.3384
 55.3808,-472.2661
  54.7656,-473.0116
  54.1113,-473.7310
 53.3138,-474.2518
  52.3567,-474.2811
  51.7773,-473.5585
 52.0996,-472.6796
  52.6269,-471.8625
  53.0468,-470.9868
 53.5189,-470.1405
  53.9811,-469.2844
  54.3554,-468.3892
 54.6907,-467.4777
  55.1204,-466.6086
  55.5468,-465.7329
 55.6705,-464.7727
  55.8886,-463.8319
  55.9863,-462.8684
 56.1328,-461.9081
  56.2923,-460.9478
  56.4258,-459.9908
 56.6146,-459.0435
  56.6797,-458.0734
  56.7317,-457.1001
 56.7936,-456.1301
  57.0898,-455.2088
  57.5162,-454.3365
 58.1673,-453.6171
  58.7630,-452.8553
  59.4336,-452.1522
 60.1237,-451.4654
  60.8691,-450.8436
  61.5950,-450.2023
 62.3047,-449.5383
  63.1152,-448.9947
  63.9225,-448.4543
 64.6907,-447.8586
  65.3711,-447.1685
  66.0416,-446.4621
 65.8724,-445.6809
  64.9902,-445.2740
  64.0722,-444.9745
 63.1836,-445.2967
  62.5130,-445.9966
  61.8685,-446.7225
 61.2174,-447.4452
  60.5338,-448.1353
  59.7916,-448.7635
 59.0169,-449.3430
  58.0664,-449.5025
  57.1354,-449.2811
 56.3769,-448.6789
  55.6901,-447.9888
  54.9967,-447.3085
 54.3164,-446.6119
  53.6816,-445.8794
  53.0957,-445.1014
 52.4804,-444.3527
  51.9010,-443.5747
  51.3411,-442.7805
 50.6543,-442.0904
  50.0455,-441.3319
  49.4498,-440.5669
 48.8248,-439.8247
  47.5553,-438.3599
  46.8750,-437.6665
 46.1881,-436.9764
  45.5468,-436.2473
  44.8209,-435.6027
 44.3945,-434.7694
  44.9446,-434.0109
  45.8333,-433.7896
 46.6439,-434.3104
  47.3242,-435.0038
  48.7109,-436.3710
 49.3912,-437.0643
  50.0748,-437.7544
  50.7682,-438.4348
 51.4583,-439.1216
  52.1289,-439.8280
  52.7669,-440.5572
 53.3528,-441.3352
  54.0787,-441.9764
  54.7168,-442.7089
 55.3092,-443.4803
  55.9700,-444.1900
  56.6373,-444.8996
 57.4218,-445.4595
  58.3626,-445.5376
  59.1080,-444.9322
 59.7819,-444.2323
  60.2702,-443.3957
  60.7975,-442.5852
 61.4974,-441.9113
  62.3307,-441.4556
  63.3040,-441.4393
 64.2676,-441.5402
  65.2018,-441.8169
  66.1133,-442.1555
 66.9857,-442.5787
  66.7871,-442.1783
  65.9635,-441.6639
 65.0944,-441.2277
  64.2350,-440.7785
  63.4017,-440.2805
 62.5423,-439.8247
  61.6536,-439.4341
  60.7877,-438.9947
 59.8860,-438.6333
  58.9941,-438.2525
  58.1250,-437.8195
 57.3372,-437.2531
  56.6048,-436.6151
  55.9245,-435.9185
 55.4524,-435.0754
  55.1399,-434.1574
  55.1562,-433.1874
 55.4492,-432.2596
  55.5436,-431.2928
  55.5761,-430.3195
 55.7812,-429.3723
  56.0709,-428.4445
  56.3053,-427.5038
 56.4843,-426.5500
  56.7220,-425.6060
  56.9466,-424.6587
 57.0508,-423.6952
  57.0410,-422.7186
  56.9206,-421.7583
 56.4225,-420.9250
  55.3418,-419.3039
  54.8047,-418.4966
 54.2610,-417.6861
  53.7012,-416.8918
  53.0534,-416.1691
 52.4088,-415.4400
  51.8685,-414.6294
  51.3476,-413.8091
 51.3118,-412.9107
  52.1289,-412.4875
  52.9785,-412.9530
 53.7825,-413.4999
  54.4629,-414.1835
  55.1302,-414.8898
 55.8268,-415.5734
  56.5169,-416.2570
