 0.8866,10.1876
  0.9785,11.2373
  1.3930,11.8106
 1.9603,12.5594
  2.5644,13.0596
  3.1906,13.5636
  3.8396,13.9670
  4.4901,14.2805
  5.3177,14.5884
  5.7004,14.7788
 6.2835,15.9805
  6.7171,16.5630
  7.4131,16.0838
  7.7476,15.5162
  8.0406,16.2347
  8.7998,16.7559
  9.3969,16.8827
 9.6463,16.2358
  9.8446,15.4376
  10.5620,15.8319
  11.1546,15.5300
  11.2052,14.9253
  11.0671,14.2327
  12.0929,13.6216
 12.7206,13.1615
  13.3702,12.7459
  14.0114,12.2746
 14.7053,11.6397
  15.2508,11.2145
  15.6915,10.9854
 16.3093,11.8154
  16.9298,12.4948
  17.5410,13.1874
 18.0416,13.7655
  18.6464,14.3085
  19.3528,14.7347
 20.0507,15.0066
  20.6011,14.3565
  20.6181,13.4077
 20.2945,12.3440
  20.0655,11.5822
  19.7948,10.6807
 19.3937,9.9178
  19.4115,9.2128
  19.9540,8.3072
  20.4371,7.5927
  20.6026,6.5892
  20.1828,6.0219
  19.4900,5.8654
 18.6820,6.0427
  17.9507,6.1990
  17.3018,6.4842
  16.6761,6.8448
  15.9810,7.3795
  15.6059,7.7392
  14.6542,7.5370
 13.9931,7.4030
  13.3105,7.2747
  12.5812,7.1137
  11.7866,6.9343
  10.8061,6.7313
  10.8846,6.0618
  10.5807,5.2754
  9.9272,5.3719)
  9.4126,5.3103
  9.2164,4.3653
  8.5829,4.1484
  7.8934,4.6087
 7.2303,5.2705
  7.0380,4.6643
  6.4102,4.4810
  5.8949,5.2236
 5.5934,6.0454
  5.2674,6.6691
  4.3285,7.0414
  3.6214,7.3481
 2.8708,7.6048
  1.5971,8.3548
  1.1603,9.1108
 0.8866,10.1876  
