 50.8724,-313.8742
  51.1979,-313.6659
  51.5690,-313.5422
 51.9499,-313.4576
  52.3275,-313.3501
  52.7083,-313.2720
 53.0957,-313.2297
  53.4863,-313.2037
  53.8672,-313.1223
 54.2350,-312.9888
  54.4141,-312.9139
  54.5964,-312.8423
 54.9707,-312.7382
  55.3516,-312.6438
  55.7194,-312.5135
 56.0742,-312.3540
  56.4258,-312.1783
  56.7708,-311.9960
 57.1126,-311.8039
  57.4186,-311.5598
  57.7214,-311.3156
 57.7083,-311.1626
  57.6921,-311.0096
  57.3275,-310.8729
 57.1387,-310.8241
  56.9499,-310.7785
  56.7676,-310.7036
 56.5853,-310.6320
  56.4062,-310.5539
  56.2305,-310.4725
 56.0449,-310.4074
  55.8626,-310.3423
  55.6771,-310.2740
 55.4948,-310.2089
  55.3158,-310.1275
  55.1400,-310.0461
 54.9707,-309.9484
  54.8014,-309.8540
  54.4889,-309.6132
 54.3294,-309.5025
  54.1667,-309.3918
  53.8672,-309.1444
 53.7240,-309.0109
  53.4440,-308.7375
  53.3073,-308.5975
 53.1673,-308.4608
  52.8906,-308.1841
  52.7507,-308.0474
 52.6107,-307.9139
  52.4674,-307.7772
  52.1712,-307.5233
 52.0117,-307.4126
  51.8522,-307.2987
  51.5527,-307.0448
 51.4193,-306.9081
  51.2826,-306.7681
  51.1491,-306.6216
 51.0189,-306.4784
  50.7910,-306.1594
  50.6771,-306.0031
 50.5599,-305.8436
  50.4492,-305.6841
  50.1074,-305.2056
 49.8763,-304.8931
  49.6484,-304.5741
  49.5215,-304.4276
 49.3945,-304.2779
  49.1178,-304.0012
  48.8444,-303.7212
 48.7142,-303.5780
  48.5807,-303.4315
  48.3529,-303.1190
 48.2324,-302.9628
  48.1120,-302.8098
  47.8548,-302.5135
 47.7344,-302.3606
  47.6107,-302.2108
  47.3763,-301.8983
 47.2461,-301.7518
  47.1159,-301.6086
  46.9694,-301.4784
 46.8229,-301.3514
  46.4974,-301.1301
  46.3477,-301.0031
 46.2012,-300.8762
  45.9212,-300.6027
  45.3678,-300.0494
 45.2311,-299.9094
  45.0944,-299.7727
  44.8210,-299.4927
 44.6875,-299.3495
  44.5573,-299.2030
  44.4401,-299.0467
 44.3262,-298.8905
  44.2480,-298.7147
  44.1667,-298.5357
 44.1341,-298.3436
  44.1048,-298.1516
  44.1341,-297.9595
 44.1667,-297.7675
  44.3490,-297.4289
  44.4824,-297.2889
 44.6159,-297.1457
  44.9251,-296.9081
  45.0846,-296.7974
 45.2474,-296.6867
  45.5729,-296.4719
  45.7487,-296.3905
 45.9245,-296.3026
  46.3086,-296.2245
  46.5007,-296.2082
 46.6960,-296.1952
  47.0866,-296.1887
